Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
MSI,Workstation,14.0,Full HD,Apple M2,8,256GB SSD,Nvidia RTX 3050,macOS,1.82,97448
Acer,Ultrabook,13.3,Retina,Intel Core i5,32,256GB SSD,AMD Radeon,Windows 11,1.21,58944
Asus,Workstation,14.0,Full HD,Apple M1,8,1TB SSD,Intel Iris,Windows 11,1.81,89885
Apple,Notebook,15.6,Full HD,Intel Core i5,8,1TB SSD,Nvidia GTX 1650,macOS,2.18,110751
MSI,Gaming,14.0,Retina,Apple M1,32,512GB SSD,Intel Iris,Windows 10,1.98,86706
Asus,Gaming,14.0,4K,AMD Ryzen 7,16,512GB SSD,AMD Radeon,Windows 11,1.93,74433
Dell,Notebook,14.0,Full HD,AMD Ryzen 7,8,1TB SSD,Intel UHD,macOS,1.28,64457
Acer,Gaming,14.0,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,Linux,1.36,71196
Apple,Notebook,15.6,Full HD,Apple M1,16,512GB SSD,Nvidia RTX 3050,macOS,2.09,175172
Asus,Gaming,13.3,Retina,AMD Ryzen 5,8,1TB SSD,AMD Radeon,macOS,1.22,52397
Apple,Workstation,14.0,Full HD,Apple M1,8,256GB SSD,AMD Radeon,macOS,1.73,135718
HP,Ultrabook,14.0,Retina,Intel Core i7,8,512GB SSD,AMD Radeon,Windows 10,2.17,66787
Lenovo,Ultrabook,13.3,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,1.25,80583
Asus,Notebook,15.6,4K,AMD Ryzen 5,32,1TB SSD,Intel Iris,Linux,1.87,72226
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,8,512GB SSD,AMD Radeon,Windows 11,1.86,36976
Lenovo,Notebook,16.0,Full HD,Intel Core i7,8,1TB SSD,Intel UHD,Linux,1.56,67048
Asus,Notebook,14.0,Retina,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.42,53531
Asus,Gaming,15.6,Full HD,AMD Ryzen 7,8,512GB SSD,Intel UHD,macOS,2.22,53386
Dell,Notebook,13.3,4K,AMD Ryzen 7,16,512GB SSD,Intel UHD,Windows 11,2.24,78156
Apple,Workstation,16.0,Full HD,Intel Core i7,32,512GB SSD,AMD Radeon,macOS,2.45,130884
Lenovo,Gaming,13.3,Retina,AMD Ryzen 5,8,512GB SSD,AMD Radeon,Windows 11,2.19,43114
Acer,Notebook,16.0,Full HD,AMD Ryzen 7,16,512GB SSD,AMD Radeon,Linux,1.48,73310
Acer,Notebook,13.3,Retina,Apple M1,16,256GB SSD,Nvidia RTX 3050,Linux,1.98,118507
Lenovo,Workstation,15.6,4K,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,Windows 11,2.31,105922
Apple,Ultrabook,16.0,4K,Intel Core i7,16,256GB SSD,Intel Iris,macOS,1.52,140743
Acer,Workstation,13.3,Retina,Apple M2,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.81,102279
Dell,Ultrabook,14.0,Retina,Apple M2,8,256GB SSD,Nvidia GTX 1650,Windows 10,1.58,74227
Lenovo,Ultrabook,13.3,Full HD,Apple M1,32,256GB SSD,Intel Iris,Linux,1.63,96361
Lenovo,Notebook,13.3,Full HD,AMD Ryzen 7,8,512GB SSD,Intel UHD,Windows 11,1.72,61965
Acer,Notebook,14.0,Full HD,Apple M1,16,512GB SSD,AMD Radeon,Linux,1.45,90574
Lenovo,Ultrabook,15.6,4K,AMD Ryzen 7,8,256GB SSD,AMD Radeon,macOS,2.07,64694
Dell,Gaming,14.0,Full HD,AMD Ryzen 7,8,1TB SSD,Intel Iris,Windows 11,1.49,73080
Lenovo,Gaming,14.0,Retina,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3050,Linux,2.25,76296
Apple,Notebook,15.6,4K,Apple M2,8,256GB SSD,AMD Radeon,macOS,1.61,135542
MSI,Workstation,13.3,Retina,Apple M2,16,256GB SSD,Intel Iris,Linux,2.04,89604
Asus,Gaming,15.6,4K,AMD Ryzen 7,8,1TB SSD,Intel Iris,Windows 11,2.3,69284
Asus,Notebook,15.6,4K,AMD Ryzen 5,32,256GB SSD,Intel UHD,Windows 11,1.97,51679
Acer,Ultrabook,14.0,Full HD,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,Windows 10,2.08,37327
Dell,Workstation,15.6,4K,AMD Ryzen 5,32,256GB SSD,AMD Radeon,macOS,1.55,60963
HP,Gaming,14.0,Full HD,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,Windows 10,1.65,82130
Acer,Gaming,14.0,Retina,Apple M2,16,512GB SSD,Nvidia GTX 1650,macOS,1.37,88088
Apple,Ultrabook,15.6,4K,Apple M2,8,512GB SSD,Intel Iris,macOS,1.9,129380
Lenovo,Gaming,14.0,4K,Apple M2,16,1TB SSD,Nvidia RTX 3050,Windows 10,1.32,130652
Apple,Notebook,14.0,4K,AMD Ryzen 7,8,1TB SSD,AMD Radeon,macOS,1.6,125544
Lenovo,Ultrabook,14.0,4K,Apple M1,16,512GB SSD,Intel UHD,Linux,2.21,92059
Acer,Gaming,13.3,Full HD,Intel Core i7,8,256GB SSD,Nvidia RTX 3050,Windows 11,1.8,81134
Lenovo,Gaming,15.6,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,1.65,81514
Asus,Notebook,16.0,4K,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,Linux,1.54,76274
Acer,Workstation,13.3,4K,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,macOS,2.45,70604
HP,Notebook,14.0,4K,Intel Core i5,16,256GB SSD,Intel Iris,Linux,2.36,50395
Asus,Notebook,14.0,4K,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,macOS,2.22,68514
HP,Notebook,14.0,Retina,Intel Core i5,16,256GB SSD,AMD Radeon,Windows 11,1.95,49238
Dell,Gaming,15.6,Retina,Apple M2,32,1TB SSD,Nvidia GTX 1650,Windows 10,1.47,109672
HP,Gaming,13.3,Retina,Apple M1,8,512GB SSD,Intel Iris,Linux,1.86,80327
Lenovo,Notebook,14.0,Retina,Intel Core i7,32,512GB SSD,AMD Radeon,Windows 10,1.33,78722
Dell,Workstation,13.3,4K,Apple M2,32,256GB SSD,Nvidia RTX 3050,Windows 11,1.22,107153
Asus,Notebook,15.6,Retina,AMD Ryzen 5,8,1TB SSD,Intel Iris,Windows 10,1.4,55749
HP,Notebook,14.0,Full HD,AMD Ryzen 5,16,1TB SSD,Intel Iris,Windows 11,2.17,62633
Asus,Gaming,16.0,4K,Apple M2,32,256GB SSD,Nvidia GTX 1650,Windows 10,1.72,84937
Apple,Workstation,13.3,Retina,Intel Core i7,8,1TB SSD,Intel Iris,macOS,2.25,128129
Lenovo,Ultrabook,13.3,Retina,AMD Ryzen 7,32,512GB SSD,AMD Radeon,Windows 11,1.73,82013
Dell,Notebook,16.0,Retina,Apple M1,32,256GB SSD,AMD Radeon,Windows 10,1.72,82182
Apple,Gaming,14.0,Retina,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,macOS,2.34,117793
HP,Gaming,16.0,Retina,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,Windows 11,1.32,106124
Dell,Workstation,16.0,4K,AMD Ryzen 7,8,256GB SSD,Intel UHD,Linux,1.43,55127
HP,Notebook,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,macOS,1.22,79239
Apple,Ultrabook,15.6,Retina,Intel Core i7,16,256GB SSD,Nvidia RTX 3050,macOS,1.55,152399
Apple,Ultrabook,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,macOS,1.21,141859
Asus,Gaming,13.3,4K,Apple M2,32,256GB SSD,Intel UHD,macOS,2.5,89290
MSI,Ultrabook,14.0,Full HD,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3050,macOS,1.52,80610
Dell,Ultrabook,13.3,4K,AMD Ryzen 7,8,1TB SSD,Intel UHD,macOS,2.47,70021
Dell,Gaming,15.6,Retina,Apple M2,8,256GB SSD,Intel UHD,Windows 10,1.89,76094
MSI,Ultrabook,15.6,Retina,Intel Core i5,8,1TB SSD,Intel UHD,macOS,1.53,48858
Lenovo,Notebook,16.0,Retina,AMD Ryzen 7,8,512GB SSD,Intel UHD,Windows 10,1.78,63005
Acer,Notebook,14.0,4K,Apple M2,32,512GB SSD,Intel UHD,macOS,2.21,97809
Dell,Gaming,16.0,4K,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,Windows 11,1.61,76172
MSI,Ultrabook,16.0,4K,Apple M2,32,1TB SSD,Intel Iris,Linux,1.51,103927
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,Linux,1.93,72722
MSI,Notebook,14.0,Full HD,Apple M1,8,256GB SSD,Nvidia GTX 1650,Windows 10,1.68,71423
HP,Gaming,13.3,Full HD,Apple M2,32,256GB SSD,Nvidia RTX 3050,macOS,1.98,115578
MSI,Gaming,15.6,Full HD,Apple M2,32,256GB SSD,Nvidia GTX 1650,Windows 10,1.56,83557
Asus,Ultrabook,14.0,Retina,AMD Ryzen 5,32,1TB SSD,Intel Iris,Windows 11,2.34,60798
Dell,Gaming,16.0,Retina,Apple M1,8,512GB SSD,AMD Radeon,Windows 11,1.9,79425
HP,Notebook,14.0,Retina,Apple M1,8,256GB SSD,Intel Iris,Windows 10,2.03,81713
Lenovo,Gaming,14.0,Retina,AMD Ryzen 7,8,512GB SSD,Nvidia GTX 1650,macOS,2.41,63086
Apple,Ultrabook,15.6,Retina,Intel Core i7,8,256GB SSD,Intel Iris,macOS,2.39,126773
Apple,Notebook,16.0,Retina,AMD Ryzen 7,32,256GB SSD,AMD Radeon,macOS,1.68,131941
Lenovo,Notebook,16.0,4K,AMD Ryzen 7,32,512GB SSD,AMD Radeon,macOS,1.9,80706
Acer,Gaming,13.3,Retina,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3050,macOS,2.44,90076
MSI,Notebook,13.3,Full HD,AMD Ryzen 5,16,256GB SSD,Intel Iris,Windows 11,1.59,52137
Dell,Workstation,13.3,Full HD,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3050,macOS,1.47,94716
HP,Gaming,14.0,Full HD,Intel Core i5,16,256GB SSD,AMD Radeon,Linux,2.29,56116
Lenovo,Gaming,15.6,4K,AMD Ryzen 5,16,512GB SSD,Intel Iris,Linux,2.35,53401
Asus,Notebook,16.0,Retina,Intel Core i7,32,512GB SSD,Intel Iris,Windows 11,2.38,71217
HP,Gaming,14.0,Full HD,Apple M1,32,1TB SSD,Intel Iris,Windows 11,1.4,98266
MSI,Gaming,14.0,4K,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 11,2.4,122522
MSI,Workstation,13.3,Full HD,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,Windows 10,2.2,62541
Asus,Ultrabook,15.6,4K,Apple M2,32,1TB SSD,Intel Iris,macOS,1.7,107534
Asus,Ultrabook,16.0,Full HD,Intel Core i7,8,512GB SSD,Intel UHD,Windows 11,1.3,58517
Acer,Notebook,16.0,Retina,Apple M2,16,256GB SSD,Nvidia RTX 3050,Linux,2.2,116391
Asus,Notebook,16.0,4K,Apple M2,8,512GB SSD,AMD Radeon,macOS,1.29,69509
Asus,Notebook,15.6,4K,Apple M2,8,1TB SSD,Intel Iris,Linux,1.31,88764
HP,Gaming,15.6,Full HD,Intel Core i7,32,256GB SSD,Intel Iris,Windows 11,1.24,68045
Dell,Ultrabook,13.3,Full HD,Intel Core i7,32,512GB SSD,Nvidia RTX 3050,macOS,1.55,93553
Acer,Ultrabook,14.0,Retina,Intel Core i5,32,1TB SSD,Intel Iris,macOS,1.39,68925
Acer,Notebook,14.0,Retina,Intel Core i5,8,256GB SSD,Nvidia GTX 1650,Linux,2.28,43847
Dell,Ultrabook,15.6,Full HD,Intel Core i5,32,512GB SSD,Intel UHD,macOS,1.37,62515
Apple,Ultrabook,13.3,4K,Apple M1,8,512GB SSD,Nvidia RTX 3050,macOS,1.92,164018
Dell,Notebook,15.6,Retina,Apple M1,8,512GB SSD,Nvidia GTX 1650,macOS,1.28,75668
Apple,Ultrabook,13.3,Full HD,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,macOS,1.27,119167
MSI,Workstation,16.0,Full HD,Intel Core i7,16,512GB SSD,Nvidia RTX 3050,Windows 11,1.74,96061
HP,Ultrabook,15.6,4K,AMD Ryzen 5,32,512GB SSD,Intel Iris,macOS,1.27,48047
Apple,Gaming,16.0,Retina,Apple M1,8,512GB SSD,Intel UHD,macOS,2.25,130681
HP,Workstation,16.0,Retina,Apple M1,16,512GB SSD,Nvidia RTX 3050,Windows 11,2.48,115886
MSI,Workstation,16.0,4K,Intel Core i5,16,512GB SSD,Nvidia GTX 1650,Windows 11,1.69,53082
Apple,Notebook,16.0,Retina,Apple M2,16,512GB SSD,AMD Radeon,macOS,1.44,146940
Lenovo,Ultrabook,15.6,Retina,Intel Core i5,16,1TB SSD,Intel Iris,macOS,2.23,72922
Apple,Notebook,14.0,4K,Apple M1,8,512GB SSD,Intel Iris,macOS,1.44,127634
Asus,Notebook,15.6,4K,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3050,Windows 11,1.74,76448
Dell,Workstation,16.0,Retina,Apple M2,32,512GB SSD,Nvidia GTX 1650,Windows 10,2.02,87283
Apple,Notebook,13.3,4K,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3050,macOS,1.66,152876
Lenovo,Workstation,13.3,Full HD,Intel Core i7,32,1TB SSD,Intel UHD,Windows 10,1.59,88130
Asus,Ultrabook,16.0,Full HD,Intel Core i5,8,512GB SSD,Intel UHD,Windows 10,2.02,40110
Dell,Ultrabook,16.0,Retina,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,Linux,1.37,56166
Asus,Workstation,16.0,Full HD,Intel Core i5,32,512GB SSD,AMD Radeon,Windows 10,1.4,51033
MSI,Ultrabook,13.3,4K,Apple M2,32,256GB SSD,AMD Radeon,Windows 10,1.85,90642
Dell,Ultrabook,16.0,4K,AMD Ryzen 7,32,256GB SSD,Intel Iris,Linux,1.46,74944
Acer,Notebook,13.3,Retina,Intel Core i7,16,1TB SSD,AMD Radeon,macOS,2.16,89897
HP,Notebook,14.0,4K,Intel Core i5,32,256GB SSD,Intel Iris,Linux,1.56,59636
Apple,Ultrabook,13.3,4K,Intel Core i5,16,1TB SSD,Intel UHD,macOS,2.02,123220
MSI,Notebook,16.0,Full HD,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3050,macOS,1.27,66342
Asus,Workstation,14.0,4K,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,Windows 10,1.58,77034
Dell,Notebook,14.0,Retina,Intel Core i7,16,1TB SSD,Intel UHD,Linux,2.06,94971
MSI,Gaming,15.6,Full HD,AMD Ryzen 5,32,512GB SSD,Intel Iris,Linux,1.95,59242
Asus,Gaming,13.3,Full HD,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3050,Windows 11,1.45,102617
MSI,Ultrabook,14.0,4K,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3050,macOS,1.86,72134
Acer,Workstation,16.0,4K,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3050,Linux,1.76,96343
Asus,Notebook,14.0,Full HD,Apple M2,32,256GB SSD,Nvidia RTX 3050,macOS,2.22,122853
Asus,Gaming,16.0,Retina,Intel Core i5,32,1TB SSD,Nvidia RTX 3050,macOS,1.81,91939
HP,Ultrabook,13.3,Retina,Apple M1,32,512GB SSD,Nvidia RTX 3050,Windows 11,1.69,113195
Apple,Workstation,14.0,4K,AMD Ryzen 5,32,1TB SSD,Intel Iris,macOS,1.55,127054
Dell,Notebook,15.6,Full HD,Apple M2,8,512GB SSD,Intel Iris,Linux,2.23,82816
Asus,Workstation,16.0,4K,Apple M2,8,1TB SSD,Nvidia RTX 3050,Windows 10,1.67,109184
Apple,Ultrabook,15.6,Full HD,AMD Ryzen 7,16,1TB SSD,Intel UHD,macOS,1.41,141691
Dell,Notebook,15.6,Full HD,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,Windows 10,1.78,84005
Lenovo,Workstation,16.0,4K,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3050,Linux,1.83,95542
Lenovo,Workstation,13.3,Retina,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3050,Windows 11,1.45,78585
Asus,Ultrabook,16.0,4K,AMD Ryzen 7,8,1TB SSD,Intel UHD,Linux,2.1,65480
Asus,Workstation,15.6,Retina,Apple M2,32,512GB SSD,Intel UHD,Windows 10,1.5,83459
Asus,Notebook,13.3,Full HD,AMD Ryzen 7,8,512GB SSD,Intel UHD,macOS,1.71,57380
Asus,Ultrabook,16.0,Retina,AMD Ryzen 7,8,512GB SSD,Intel Iris,Windows 10,2.26,62520
Acer,Notebook,14.0,Retina,AMD Ryzen 5,32,1TB SSD,Intel UHD,Linux,2.11,73993
Lenovo,Gaming,13.3,Retina,Apple M1,8,512GB SSD,Nvidia RTX 3050,Windows 11,1.53,93757
Asus,Workstation,16.0,Retina,Intel Core i5,16,256GB SSD,Nvidia GTX 1650,Windows 11,1.67,56059
Asus,Workstation,14.0,Retina,Intel Core i5,16,1TB SSD,Nvidia RTX 3050,Linux,1.24,86013
HP,Gaming,15.6,Full HD,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,macOS,2.38,62144
Asus,Gaming,16.0,Retina,Apple M1,16,256GB SSD,Nvidia GTX 1650,Windows 10,1.57,90396
Apple,Notebook,14.0,Full HD,Apple M1,8,1TB SSD,Nvidia GTX 1650,macOS,1.53,151028
MSI,Notebook,14.0,Retina,Apple M1,32,256GB SSD,Nvidia RTX 3050,Linux,2.49,107887
Dell,Gaming,16.0,4K,Apple M2,16,256GB SSD,Nvidia GTX 1650,Linux,1.52,89636
Lenovo,Notebook,14.0,Full HD,Intel Core i7,32,256GB SSD,Nvidia RTX 3050,Linux,1.94,106142
MSI,Ultrabook,16.0,4K,Apple M2,16,512GB SSD,Nvidia GTX 1650,Windows 10,1.79,89002
MSI,Notebook,13.3,4K,Intel Core i7,8,1TB SSD,Nvidia GTX 1650,Windows 10,2.44,78337
Asus,Notebook,14.0,Retina,Apple M1,8,1TB SSD,Nvidia GTX 1650,Windows 10,2.4,80439
Apple,Workstation,16.0,Full HD,Intel Core i5,8,1TB SSD,AMD Radeon,macOS,2.2,109226
MSI,Ultrabook,15.6,Retina,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.15,63644
Apple,Gaming,16.0,Full HD,AMD Ryzen 5,32,256GB SSD,AMD Radeon,macOS,2.45,116434
Apple,Workstation,14.0,4K,Intel Core i7,8,1TB SSD,Intel UHD,macOS,1.49,127248
HP,Ultrabook,16.0,4K,Apple M1,8,1TB SSD,Nvidia GTX 1650,macOS,2.46,90972
Asus,Ultrabook,13.3,4K,Apple M1,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.02,68579
Lenovo,Notebook,13.3,4K,Apple M2,32,512GB SSD,Intel UHD,Windows 11,1.63,85001
Apple,Gaming,13.3,4K,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3050,macOS,2.26,117144
HP,Gaming,14.0,Full HD,Intel Core i7,32,512GB SSD,Intel UHD,Linux,1.99,68251
MSI,Workstation,13.3,Full HD,Apple M2,8,512GB SSD,Intel Iris,Linux,1.58,81425
Dell,Ultrabook,15.6,4K,Apple M2,32,256GB SSD,Intel UHD,macOS,2.39,85245
Acer,Gaming,15.6,Full HD,Apple M1,32,256GB SSD,Intel Iris,Linux,2.12,90768
Lenovo,Gaming,14.0,Retina,Intel Core i7,16,1TB SSD,Nvidia GTX 1650,Linux,2.12,88428
HP,Gaming,16.0,Full HD,Intel Core i5,16,512GB SSD,Intel UHD,macOS,1.45,57195
Dell,Ultrabook,13.3,4K,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,1.82,82518
Dell,Gaming,13.3,Full HD,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.53,68628
HP,Ultrabook,13.3,Full HD,Apple M1,16,512GB SSD,Nvidia GTX 1650,macOS,1.88,86079
Dell,Notebook,14.0,Retina,Intel Core i7,32,512GB SSD,Intel UHD,Windows 11,1.86,82651
MSI,Notebook,14.0,Retina,AMD Ryzen 5,16,1TB SSD,Intel Iris,macOS,2.31,60222
MSI,Gaming,16.0,4K,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 3050,macOS,1.77,107944
HP,Ultrabook,15.6,Full HD,Intel Core i5,32,256GB SSD,Intel Iris,Linux,1.57,55465
MSI,Notebook,13.3,Full HD,Apple M2,32,256GB SSD,Intel Iris,macOS,1.54,94408
MSI,Workstation,14.0,4K,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,macOS,2.03,69356
Dell,Notebook,13.3,Full HD,Intel Core i5,8,512GB SSD,Intel UHD,macOS,2.39,37640
Acer,Gaming,13.3,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,1.65,68063
Lenovo,Ultrabook,15.6,Retina,AMD Ryzen 7,16,1TB SSD,Intel UHD,Windows 11,2.08,90759
Dell,Workstation,14.0,4K,Apple M2,8,1TB SSD,Intel Iris,Windows 10,2.18,93690
Asus,Notebook,15.6,4K,Intel Core i5,32,512GB SSD,AMD Radeon,Windows 10,2.49,56778
MSI,Notebook,13.3,Retina,AMD Ryzen 7,32,256GB SSD,Intel UHD,Linux,2.07,81843
Apple,Ultrabook,15.6,Retina,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,macOS,1.28,127654
Dell,Workstation,16.0,Retina,Apple M2,32,256GB SSD,AMD Radeon,Linux,1.27,91937
HP,Ultrabook,13.3,4K,AMD Ryzen 7,8,1TB SSD,Intel UHD,Windows 10,2.03,72459
Dell,Notebook,15.6,4K,AMD Ryzen 7,32,512GB SSD,AMD Radeon,Windows 10,1.49,80221
Lenovo,Workstation,15.6,Full HD,Apple M1,8,1TB SSD,AMD Radeon,Windows 10,2.23,89327
Apple,Workstation,13.3,Retina,Intel Core i7,32,1TB SSD,Intel UHD,macOS,2.28,150642
Apple,Notebook,15.6,4K,Intel Core i7,16,256GB SSD,Nvidia RTX 3050,macOS,1.38,157388
Apple,Gaming,16.0,Full HD,Intel Core i7,32,1TB SSD,Intel Iris,macOS,2.41,146294
Acer,Notebook,15.6,Retina,Apple M2,32,512GB SSD,AMD Radeon,Windows 10,2.34,87835
Asus,Workstation,13.3,Full HD,Intel Core i5,16,256GB SSD,Intel UHD,Linux,1.25,57065
MSI,Notebook,14.0,Full HD,AMD Ryzen 7,32,1TB SSD,AMD Radeon,Windows 10,1.6,92145
Lenovo,Gaming,14.0,Retina,Intel Core i7,8,512GB SSD,Nvidia RTX 3050,Windows 11,2.29,79289
Acer,Workstation,13.3,Full HD,AMD Ryzen 7,8,1TB SSD,Intel Iris,Linux,1.84,77284
Dell,Ultrabook,13.3,4K,Intel Core i5,32,256GB SSD,Intel UHD,Linux,1.78,47275
Apple,Gaming,13.3,Retina,Apple M2,8,256GB SSD,Nvidia RTX 3050,macOS,1.29,155014
Apple,Notebook,14.0,Retina,AMD Ryzen 5,32,256GB SSD,Nvidia GTX 1650,macOS,2.46,114515
Dell,Workstation,16.0,Full HD,AMD Ryzen 5,16,1TB SSD,Intel UHD,macOS,1.23,71481
MSI,Ultrabook,13.3,Full HD,Intel Core i7,32,512GB SSD,Nvidia RTX 3050,Linux,1.53,99061
Asus,Workstation,16.0,Retina,AMD Ryzen 7,8,512GB SSD,Intel Iris,Windows 10,1.43,56261
HP,Notebook,14.0,Retina,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,Windows 11,2.41,65726
HP,Workstation,16.0,Full HD,Apple M1,32,512GB SSD,Nvidia GTX 1650,Windows 10,1.97,88900
MSI,Notebook,15.6,Full HD,Intel Core i7,8,1TB SSD,Intel Iris,macOS,1.63,66994
Asus,Ultrabook,15.6,Retina,Intel Core i7,16,256GB SSD,Intel UHD,Windows 10,1.37,81473
Apple,Workstation,13.3,Retina,Intel Core i7,8,512GB SSD,Nvidia RTX 3050,macOS,1.62,152146
Lenovo,Notebook,16.0,Full HD,Intel Core i7,32,256GB SSD,Nvidia RTX 3050,Linux,2.08,107014
Acer,Ultrabook,15.6,Full HD,Intel Core i5,16,1TB SSD,Intel Iris,Linux,1.78,68123
Acer,Gaming,16.0,Retina,Apple M1,32,256GB SSD,Nvidia RTX 3050,macOS,1.99,121463
Asus,Ultrabook,13.3,Retina,Intel Core i5,32,1TB SSD,Intel Iris,Windows 10,2.2,72052
Lenovo,Notebook,16.0,4K,Apple M2,16,256GB SSD,Nvidia GTX 1650,Windows 10,1.87,86833
MSI,Workstation,14.0,4K,Apple M2,8,1TB SSD,Intel UHD,Windows 10,1.83,89266
HP,Workstation,16.0,Full HD,Apple M2,32,256GB SSD,Intel Iris,Linux,1.85,95152
Asus,Notebook,14.0,Full HD,Intel Core i7,8,256GB SSD,Nvidia RTX 3050,Windows 11,2.47,84291
Acer,Gaming,16.0,Retina,Intel Core i7,8,512GB SSD,Intel UHD,Linux,1.73,53852
Apple,Workstation,13.3,Retina,Apple M2,8,256GB SSD,Nvidia RTX 3050,macOS,1.71,152160
Dell,Ultrabook,15.6,Full HD,Intel Core i5,16,512GB SSD,Intel Iris,Linux,1.72,57939
Asus,Ultrabook,13.3,4K,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,Linux,2.4,73149
Acer,Ultrabook,16.0,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3050,Linux,2.23,61276
HP,Gaming,13.3,Retina,Apple M2,16,256GB SSD,Nvidia RTX 3050,macOS,1.7,111458
Apple,Gaming,13.3,Full HD,AMD Ryzen 7,8,256GB SSD,Intel UHD,macOS,1.74,119192
MSI,Ultrabook,14.0,Full HD,Intel Core i5,16,1TB SSD,Nvidia GTX 1650,macOS,2.03,66736
Dell,Workstation,15.6,Retina,Apple M1,32,256GB SSD,Intel Iris,Linux,1.82,86861
Acer,Gaming,16.0,Retina,Apple M2,8,1TB SSD,Intel UHD,Windows 11,2.35,87140
Asus,Gaming,14.0,4K,Intel Core i7,8,1TB SSD,Nvidia GTX 1650,macOS,2.08,75418
Asus,Workstation,16.0,4K,Apple M2,8,1TB SSD,AMD Radeon,Linux,1.62,81790
HP,Notebook,14.0,Full HD,Intel Core i7,8,512GB SSD,Intel UHD,Windows 11,2.41,60942
Asus,Ultrabook,14.0,4K,Intel Core i7,8,512GB SSD,Intel Iris,macOS,1.28,61217
Acer,Notebook,14.0,4K,Intel Core i7,16,256GB SSD,AMD Radeon,macOS,2.24,82366
Asus,Notebook,14.0,Retina,Intel Core i5,32,256GB SSD,Nvidia RTX 3050,macOS,1.49,85852
Dell,Ultrabook,16.0,4K,AMD Ryzen 5,32,512GB SSD,Intel UHD,Windows 11,2.27,60021
Asus,Ultrabook,14.0,Full HD,Apple M2,32,256GB SSD,Nvidia RTX 3050,Windows 11,2.34,121998
Acer,Gaming,14.0,4K,AMD Ryzen 7,8,256GB SSD,Intel UHD,Linux,2.35,67860
HP,Gaming,14.0,Full HD,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,Linux,2.23,68057
Lenovo,Gaming,15.6,Full HD,Apple M2,32,256GB SSD,Nvidia RTX 3050,Windows 10,1.42,107485
Acer,Workstation,14.0,Retina,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,Windows 11,2.49,69516
Asus,Gaming,15.6,Retina,Intel Core i7,8,256GB SSD,Intel Iris,Windows 10,1.59,61196
Apple,Notebook,16.0,Full HD,Intel Core i5,16,256GB SSD,Intel Iris,macOS,1.37,120225
